id_cnpj,cd_cnae_prin,BASE,Atividade,Setor,uf,sacado_indice_liquidez_1m,cedente_indice_liquidez_1m,score_materialidade_evolucao,media_atraso_dias,indicador_liquidez_quantitativo_3m,share_vl_inad_pag_bol_6_a_15d,score_quantidade_v2,score_materialidade_v2
c137becbf8aeb57d1cb29eafa0506837ae986c18e10ba4ea5c0b83a88f2f3926,4645101,46,Atacado,Comércio,PE,4.481.909.969.747.600,6.774.862.978.218.020,776,########,920,3.242,979,989
b1bb807c40ce30f95cc5259ad2eec9b9b9296e5b65a7fa242619b31bdc49c43a,1052000,10,Fabricação de produtos alimentícios,Indústria,CE,76.887.140.150.662,,220,########,770,13.992,938,989
4733136b86db508a2c0dcdfd849bbdd1452f30d4cb3ca0fff8793b077d6fd573,4781400,47,Varejo,Comércio,MS,7.989.474.865.374.840,,572,165.500,960,0,947,988
982036e318d814e915ae8c0d187cb125a6e8c5fa4b20f5a93f7f2a9daa8ce927,4693100,46,Atacado,Comércio,PB,3.303.657.706.599.890,7.516.913.702.244.380,431,138.000,870,34.612,28,881
d63a468b6d43dee9a4c5aa7f8e9dab9a4b5584b5505a00350713377a02a794f1,2539001,25,Produtos de metal,Indústria,SP,5.266.692.378.531.120,,173,########,390,15.071,74,949
821f1d7a40216f34171d007c54543f43bb5103d0eb09796f284c68aa0d6a31de,1314600,13,Produtos têxteis,Indústria,SC,8.630.369.099.042.630,9.723.485.370.688.630,894,########,820,13.674,979,988
a5034ebfc4262f9d24edb33f16dd24272a11334d51d2cea142cfba900627211c,4781400,47,Varejo,Comércio,BA,9.711.599.775.009.010,,877,########,980,16.569,970,988
8368e7aa6c35068d714a8059853b56aefe7eaacbedce3f613eb7768b34b087db,2222600,22,Borracha e plástico,Indústria,,8.923.090.378.906.820,29.016.389.432.939.600,777,########,870,23.912,979,988
998d9d40c035e2068d6ef95f1837f679eb28748d66dc182b1112cf4cb2c190fc,4646001,46,Atacado,Comércio,PB,983.372.210.300.423,,915,166.000,960,0,969,989
30fc6c6e578465afbdd8adc42d936364e35a287a3b173f91f49509aa949c513f,1066000,10,Fabricação de produtos alimentícios,Indústria,SP,19.270.524.826.194.800,1.000,331,########,500,6.222,277,862
4d0dafaca69a980bd3c4aec69f062c49e85851f911d14b2753978708e6f09b4e,4771701,47,Varejo,Comércio,PR,9.324.204.105.410.600,7.523.809.523.809.520,951,########,980,395,983,989
e06c13943cc36094d2b5ac273125a1d59818716a9382b8388844fdf64ce46f95,1099699,10,Fabricação de produtos alimentícios,Indústria,GO,8.967.506.015.635.440,924.533.200.535.846,947,########,950,13.687,983,989
50628476227a0a824a15034de553ab56706a7cd284b5655de7a4532357fab7dd,4712100,47,Varejo,Comércio,SP,9.032.955.006.460.090,5.533.764.984.884.420,886,########,960,6.289,979,989
2e8d17ae93017dead49a92c84433f2377882df47cd695e6b9f34d355151553ea,6437900,64,Financeiros,Serviços,,8.893.543.851.824.850,6.174.962.535.281.400,861,226.050,910,0,969,984
e4b59bae80cf013d940f521580e077574a5d9aa8ff61d02f0a355a4f67cc776f,1011201,10,Fabricação de produtos alimentícios,Indústria,PA,8.670.010.477.201.940,7.127.591.026.968.000,936,########,930,4.556,979,987
cedef8508b41742d1d9e637417dfdd164d0e01003ef248aabdcf01fdadfa5f6e,4781400,47,Varejo,Comércio,SC,9.771.618.790.967.870,7.713.725.110.621.350,959,58.000,980,15.315,973,988
21dff853e547f2780248a1d3dcdd625e4f8f47f49474ad4abb11517688241479,4771701,47,Varejo,Comércio,PR,9.482.491.104.828.320,,942,########,920,668,981,987
b0bf5b333f0638a2fa60313a27cb544a408d783cdd28ada82ff2d95557e1c773,4771701,47,Varejo,Comércio,PR,9.917.979.227.363.030,,951,########,990,1.729,983,988
043b826aad24628fde2e145a11ae9bee12155e75b8d3b58ddbc0c3343a2a150d,4511101,45,Veículos,Comércio,SP,7.474.290.644.131.370,9.981.322.368.899.140,948,########,910,315,981,985
93bba616aec5c3b15191607c231c2893341bb7b9b6252f33b56ee694ba8909c1,4761003,47,Varejo,Comércio,RS,9.979.200.259.486.070,1.000,959,########,940,12.413,965,989
58ad479c00361c94b1120d8544cfed5218ca98f2fb5acc52b8a78cdcc2bf1e0b,4782201,47,Varejo,Comércio,SP,14.474.446.084.581.800,,133,########,750,30.243,73,877
4d1e0e6bed46a63ac17c97ef153512dddf1b601475604524eab9a2cc5b581a91,1095300,10,Fabricação de produtos alimentícios,Indústria,RJ,9.357.594.434.160.060,8.690.092.480.372.660,857,########,910,7.693,964,989
7c490978d75d9f3cd1ef4c3837d918a2e6d08d831feefa5a5d06748c735f4e8d,4713002,47,Varejo,Comércio,,9.380.040.597.248.910,,843,48.000,930,0,844,974
63e670ef5ec4071adcd6df2979de0214e12f2fcb6f085977f682918ace704f39,1313800,13,Produtos têxteis,Indústria,PR,785.093.166.180.128,6.591.664.929.008.300,770,########,880,1.536,948,982
e3c8b56d8a83a41614fcd8b653051b4af28ad27b21fc626ff228c99815d94e72,4930202,49,Transporte terrestre,Transporte e Logística,RJ,5.503.332.343.358.830,26.509.009.529.607.200,169,########,590,2.138,51,913
c479853786b1c4a3324d1a682b7311662c4e0a7e55886bf662ca1fcdeb574614,2610800,26,Eletrônicos e informática,Indústria,SP,8.930.731.240.515.380,7.751.469.172.449.350,788,########,720,0,973,989
333801b4183b8a249cf62ff3d8d2d6ff159c0f97151cb4df0b538930355cfc4f,4771701,47,Varejo,Comércio,PR,9.608.815.099.081.920,,929,########,970,10.038,979,989
b64a76c903c4669411ba7fc2e66a29f47b76cb0741254d070e82448664c3e848,2222600,22,Borracha e plástico,Indústria,SC,48.907.971.154.663.000,9.781.942.683.255.720,787,########,910,68.132,957,945
10c1e2787c1bbaa72cc3e778911fd42074c679a1cd846fa98295816747309362,4744099,47,Varejo,Comércio,MT,7.412.722.535.355.570,,952,########,970,55.231,982,989
addbd3486c121294553296d0842316df9b35d8376083badd33e13c9bcdc4ab16,4632001,46,Atacado,Comércio,SP,22.275.703.678.348.700,7.638.487.299.458.710,728,74.775,900,2.623,230,930
2bd209b581c1c82f456ea10d292dac692edad2e6d632b643191c310d38ed09c1,2949299,29,Veículos automotores,Indústria,SC,7.399.036.707.176.010,9.515.152.109.947.310,353,########,750,4.838,925,988
486fde6fa2d6f06d016daeff89e2f22dc2bfd5aa889c536a334cf0fb4fc02b33,2342701,23,Minerais não metálicos,Indústria,SP,9.940.814.247.356.130,9.417.591.785.298.140,952,221.700,970,5.924,980,988
e9ef22a806d9f413a6079220141770df48ab95686eff358e3536a97cdfddccaf,4771701,47,Varejo,Comércio,PR,9.812.097.732.190.810,,953,########,990,0,984,988
557f79c72b683776da4fc0e89237287df0cc680d92fb63cb717265a9c749a62d,4771701,47,Varejo,Comércio,PR,6.545.833.085.362.310,,517,94.960,900,10.514,217,972
8e012ecaf6af63693df0f5ec577307b0b7925f7d5f0f151da3fcb9ee8edef915,4644301,46,Atacado,Comércio,BA,7.961.311.264.514.800,,847,########,960,16.094,983,987
29717095c354fdcdf4a0ad1df8cc7bc37085904fa1660f1ea94eef775d75861e,1412603,14,Vestuário,Indústria,SP,8.697.007.880.376.020,,881,########,930,16.507,971,988
e75b3585eacfbf6bb7b42504a6e91a875c2f7eec1a1ba35a7778167e738670c7,4781400,47,Varejo,Comércio,BA,939.367.447.122.053,,931,287.000,970,0,973,988
4f9570c991d16d0fe0dceab00ec86008f0d096249ef0790658464c0e69bc4931,4781400,47,Varejo,Comércio,SP,9.841.293.439.083.790,,963,########,960,0,984,988
190fa3e7593a8f23241d95bdf430787ec0537c74fd8768d151977e433eba13cd,5510801,55,Alojamento,Serviços,CE,5.200.421.091.477.550,50,939,########,930,1.557,974,989
68e2b7ecc0b7a98bf05c12fee5e916923c20f6c777036f289eccfe3cd1c79e12,2532201,25,Produtos de metal,Indústria,SP,7.535.524.608.854.630,,771,########,880,5.861,964,982
33af30d761e617e28b4e23326de4c0075d0a6a25ca4e1be8eaf2a676c1d0e891,4644301,46,Atacado,Comércio,SC,9.705.878.012.943.720,,960,########,970,7.443,978,989
f6af555951fa77d30a487197f28fe725b6a10744dc8213cf3e35829e4e5a9a0d,3101200,31,Móveis,Indústria,RS,9.662.592.260.656.200,9.105.266.213.641.700,952,########,950,86,978,988
2a2c613f90f59f3217b6946f41859700e21456a5a262a077fbac353925835673,4711302,47,Varejo,Comércio,SP,9.447.680.762.431.450,,960,########,960,2.644,982,989
6a828128ca0ea66d6328b35915f9738d035a69a4dd30b6d24b2348c0e85aa39a,4639701,46,Atacado,Comércio,SP,9.887.172.655.918.900,8.306.274.942.350.930,957,242.580,980,3.169,981,988
104182a6e6d86059ff7bba89dfaa335dc703f0e1c9024547147050bc10524a1a,133402,13,Produtos têxteis,Indústria,MG,7.582.821.144.820.610,9.583.465.072.545.890,943,########,920,13.356,980,989
f8a279c66b7da36f95ec86e317cb70e2fab726ffb5aef130490929e1dbce9ca3,2452100,24,Metalurgia,Indústria,MG,9.856.590.670.042.710,,927,########,920,147,978,989
eec76c58ec07dd38491fbbf01d36aa6db1053d4cf5ef3091e00afe96734285b2,5611201,56,Alimentação,Serviços,GO,,1.000,715,0,,0,793,883
7a5fc3cf694714f445cbcc1ddb05e80d8a725fb47617ae88b25b07a151912810,1013901,10,Fabricação de produtos alimentícios,Indústria,RS,1.000,,932,0,920,0,961,986
79ce7d9ae5e88d9a08b06d2bd67321957a87753fe9c65ee6654a20cb89e8bb06,4322302,43,Serviços especializados,Construção,MG,9.630.350.658.848.260,7.538.296.305.760.790,927,183.200,930,13.568,973,987
3e723111b549daf6c7e36fa0fca8efc9489aa87f0a617c4a5689adc0d311805c,4781400,47,Varejo,Comércio,RS,1.000,6.930.681.595.698.170,948,########,920,0,975,987
704c7507832f5e06adc59a3344447d5fa631c6a409a7bf4bbd82b59752bebc84,2733300,27,Materiais elétricos,Indústria,SP,9.781.397.826.134.200,4.710.682.186.321.070,954,########,960,0,978,988
c2257be1ce082ccd5a0427fc513c152679ecb44d81e15841c97f596bd8c6f5f1,4530703,45,Veículos,Comércio,RS,9.675.096.899.714.720,1.000,957,180.250,950,0,932,987
acd503359d282251d48305117cbf44a62f5495903e5fbbdcea9e79ba632b7a36,4684201,46,Atacado,Comércio,RS,9.857.950.613.205.190,1.000,944,127.600,930,0,972,989
607ab5538defa95f6b208c36f98659fe79a5553abb99e96b0f63ec17b624823f,4771701,47,Varejo,Comércio,PR,5.081.230.771.124.700,,366,########,800,10.108,179,869
17263a13c8abd16d9935d03b2c7173fc87c319b91dda4e1da15b4b3f074b664b,4781400,47,Varejo,Comércio,SP,43.413.354.471.089.600,7.126.256.390.439.750,141,########,580,51.538,100,970
5e948f2d80d0997d8c710c9ae8c971cae0be09b9be09bc68439bc83957068a56,4771701,47,Varejo,Comércio,PR,8.050.247.108.907.480,,869,########,970,0,974,987
b4478794908248e365a0465f941ab2c0f0785ee26e501f77b66f3c0bc4fd8fb3,4757100,47,Varejo,Comércio,SP,8.736.821.691.548.800,9.923.080.624.340.640,830,85.000,780,0,891,987
d41642384f9d4361d392f244fb1ee4c00c0921435133a631b9fad5ebdc1f080e,4639701,46,Atacado,Comércio,PE,45.452.746.729.308.800,9.243.815.435.573.130,841,########,840,97.789,959,989
162568312fead3ba1cb2baf78a8645dd97b30df1b15df46831677cadb93c4bf5,4646001,46,Atacado,Comércio,SP,4.442.359.650.733.030,8.527.427.143.901.450,373,120.480,750,18.753,523,978
a0b31f39dfd0e252638e489da35392783c90e511fd43d26ca0975d57f33c6520,4781400,47,Varejo,Comércio,PA,9.664.600.992.059.290,,806,0,910,0,974,988
edf4e7d72a0d738ae25acc9fc39954863501132773e71a86bb6e314d097fda78,2229399,22,Borracha e plástico,Indústria,SP,9.466.864.507.688.960,8.556.625.308.806.700,918,########,960,3.378,971,989
ab8c91aa12796f9aed71a5f47c2b8fd4f73b60df0475a9b5eb740e1adf3ffbe1,4722901,47,Varejo,Comércio,MG,906.945.741.630.655,,889,73.625,870,19.685,858,988
4dcd39ebd82cdb3a50ef915a1466e5ffe1ba9ae2b26069368e7395b0e1f25f3e,2733300,27,Materiais elétricos,Indústria,SP,9.860.019.484.432.650,8.533.894.598.110.980,948,191.000,950,6.988,982,988
d8fd8cf9a03d16b92a642595fa09d93ee9df529784916fb34e0ab69f4f7ad62c,4761003,47,Varejo,Comércio,MG,9.781.391.673.948.200,,919,10.000,970,1.000,963,988
9aca2a46dc61685e219acb7cdf8a325ccf2a2212f83ee76f102621b17d63eb60,4771701,47,Varejo,Comércio,PR,9.573.023.229.587.630,9.041.592.554.320.510,937,2.343.125,980,14.298,963,989
19e4d26a4a0aca729c7890b1976d0a76aafa1a045ffcddf8423245cf9d885255,4757100,47,Varejo,Comércio,,9.957.805.340.607.260,7.541.195.314.592.030,914,0,960,0,962,988
f7ec3c9356435ae0cc42c2f6e974319ca7da11bdf5c8d37d914df5633a24e6b5,4781400,47,Varejo,Comércio,MT,9.155.965.518.761.850,3.609.414.162.519.830,923,233.250,920,0,963,988
d8662ee62c42890267a3edb255907f8431148a5758e75bffc69d62eb0c6eb680,4691500,46,Atacado,Comércio,RJ,946.183.999.782.185,693.718.802.875.085,948,########,960,10.183,970,988
44c8e599b7eceb65f33c97510523de694717d0d7cfb80b249a7f5815bfe67be0,4711302,47,Varejo,Comércio,,9.851.206.315.974.700,1.000,963,########,970,0,979,988
1b8f7ff245e6c2c4ed35d6bd8624a5b63ac967e2cfcc0239d211bfed84adb6f9,4771701,47,Varejo,Comércio,PR,9.551.972.308.661.130,,938,########,980,5.622,978,988
ad02598dd2b1dd3d53b9641ffb76611bd06805807cff63d2eed6c3c3c310aa7e,2943300,29,Veículos automotores,Indústria,SP,9.532.540.507.361.410,50,914,184.200,950,0,973,989
0653ea898079dee7487a0137b658691354cd69b7c01b85c7c8eacbda649427d1,4530703,45,Veículos,Comércio,,837.348.022.164.191,8.131.467.055.034.810,792,339.950,810,0,971,988
099ccd0da9178860878373d66ad7ed266d1f2a159691d2150b676555ec948b0e,1413401,14,Vestuário,Indústria,SP,8.676.377.444.123.710,,764,100.250,770,58.305,938,984
4acfe650331d7c1dd3542d09360a5e8d1627a874328619ea86157fdce972bba2,4646001,46,Atacado,Comércio,PR,7.961.619.877.645.880,,797,0,930,0,546,980
129413d052d7e57e312fc295e204033baad7129d4b14922e88e16cfb28bb8eae,2222600,22,Borracha e plástico,Indústria,,6.439.301.846.435.120,6.037.624.058.750.180,668,########,950,41.448,919,984
b2833ceb4c9061dc52acacbafbec5e3e8412f60a5365556e28ed35f15f5a8e7b,4635402,46,Atacado,Comércio,PR,8.827.329.149.619.520,9.023.139.661.723.170,962,########,940,193,982,988
52b0a296884670f3bf368827dbb6473839b30305e655c968f3ae526cf6c02ccc,2599399,25,Produtos de metal,Indústria,SP,8.715.089.677.552.440,1.000,845,192.500,940,0,932,988
303c93ba5a51355fd0cca36f9a3ce1a5b076068a2013f05cc7e4105d64723297,1412601,14,Vestuário,Indústria,SC,569.350.738.233.313,8.121.625.873.258.910,842,########,600,6.703,633,983
17a7c10053f8944fb9754401c38ab9906bf350f1ba0d2d6573ae831e0e09ce21,1011201,10,Fabricação de produtos alimentícios,Indústria,MG,3.391.458.721.036.970,,483,########,720,15.828,162,985
bd4db55776e27171d919ff76c2e362581c466150e4ac89a48825055ed750b64b,8610102,86,Saúde,Serviços,MG,9.300.400.728.543.220,5.505.320.438.350.330,891,########,970,2.935,977,988
c1d4ad6086a48af8a4e0d3b05228a9e953e01b8f8cb7427b25795144b89a51bb,4711302,47,Varejo,Comércio,RS,9.616.303.853.097.150,,918,########,950,6.686,978,989
a51568ef33190c31006780bac4edca3c35d7a2dd36c87e0c818bdf4fff1c23d9,1412601,14,Vestuário,Indústria,SP,9.869.193.352.774.640,,910,108.000,880,0,881,986
6697d02644380aba655a3c033f53fd31e64e66037a8294eb1e1e2476b89e4d40,4771701,47,Varejo,Comércio,PR,9.785.673.176.109.280,7.915.402.231.940.440,818,########,970,376,919,985
821eaeccb86c2a3140a2bace17a73a5082b35e8effe3d28ac705991b12bafe8d,4781400,47,Varejo,Comércio,SC,887.561.011.031.011,,757,210.700,800,11.295,926,986
d77f52dfd94cb5efc58ae91c98c36919ffc13d01d14ff90394b353ed6184fcfd,2063100,20,Produtos químicos,Indústria,GO,3.392.963.375.604.690,1.000,934,########,840,0,971,988
0b3c06de246b231b1b557715fe60e104a8ec90ca83cd7b18b23bf8ba6626072f,1412601,14,Vestuário,Indústria,SC,987.533.324.467.353,8.882.391.583.248.210,964,########,980,0,983,988
6b4c7f16e77141e7d164ff17837f5bcc1d256f1e5ddfcb9b63379b112212bf6d,4781400,47,Varejo,Comércio,CE,7.552.069.748.577.890,,658,########,550,0,174,958
269788e10664be2d2e3ffc51036360261bc7671532f841277861cde980a5b45e,4673700,46,Atacado,Comércio,AL,8.113.204.727.742.410,7.071.869.579.999.540,905,########,930,24.308,983,988
31c813fae7706ea0b377934ed151e38aae91f739ae3879c0e5218990829a0feb,4635402,46,Atacado,Comércio,SC,5.878.159.957.660.880,9.386.172.985.936.760,787,135.000,790,22.261,977,985
87b57197803259f7c4af273190a6d871d500c21743bb78411d3aba9d0ee956fc,2599399,25,Produtos de metal,Indústria,SP,9.705.395.844.653.190,6.012.842.386.938.770,955,210.250,860,0,966,982
ceba27fd27db90f830f1e37382d70ea0ccc7ac56d3c32608da7f5305b738d293,4771701,47,Varejo,Comércio,PR,8.363.753.257.843.270,,807,########,920,16.005,698,980
ecf89dc7f9b9d9c1a655a72503bca58a88df0480eb080bc5ad843f6f1cf63983,4771701,47,Varejo,Comércio,PR,10.366.894.096.247.700,,908,########,790,816,982,986
90858a184b42260aba66b08504f9d2c9f10622a35c6ae1b93797fc9cd668e896,4711302,47,Varejo,Comércio,GO,9.586.535.973.744.130,,935,########,970,1.716,977,986
3dc3406785c63939eeed7a0f2e32368f463d1ba3c0c05e6a1c2b55c9bb544f14,6920601,69,Jurídico e contábil,Serviços,SP,6.083.697.648.837.830,8.695.053.514.917.650,688,190.000,1.000,0,853,970
1115db5f151161a822cb83c02d824134ebd1b879166f9c33e7ae01268ecf8fea,111302,11,Fabricação de bebidas,Indústria,SP,8.058.712.727.927.870,,846,########,880,84.904,864,986
627264a06cd25b9b4f34a6c3aaf80f5e1379d1feea5bd2e03116e9d35448e0f4,4789005,47,Varejo,Comércio,MG,9.504.594.503.049.230,1.000,757,0,760,0,764,980
ba045a2dd8c5b43b8012c9abeab59273a95c81f31feff9124724c26644ada571,4683400,46,Atacado,Comércio,,6.889.013.861.433.130,7.829.517.798.550.500,489,########,840,662,948,985
c7d8ba2e56de6ddeaa62422be143714f53597527ff38995bd79d8c8371580dc6,4781400,47,Varejo,Comércio,SC,8.238.686.244.096.240,,895,208.125,920,29.973,980,987
383a5b130c4ffc93483127fdc578bcd0dea3a416ffdcc88b3c1dc4bc1b7093fe,2731700,27,Materiais elétricos,Indústria,SP,1.000,9.115.244.095.150.970,920,########,950,0,975,987
bdd54fd0f5f2e69b72e57d186428384ab6ff577554d26eff2a8cdab980e6dd52,2543800,25,Produtos de metal,Indústria,SP,4.561.488.150.978.650,50,369,########,630,34.819,173,976
c2cd71c23abe18f219b7d69e7ae760a112727db130733e03846483a4fb7a8ed5,4635402,46,Atacado,Comércio,RJ,41.163.344.921.392.300,,885,########,890,19.028,948,986
a271bdc5a512c72670b8b726dfb634417631d9a3e667a698322a460496a7e379,4711301,47,Varejo,Comércio,RJ,9.254.434.873.134.380,7.813.010.201.585.930,909,########,970,1.962,976,988
7b0c6b3b1f1d4aa0e2c24d41ae6966fc4c9bce1859fdd40012aeda36bffece95,4771701,47,Varejo,Comércio,PR,9.836.159.883.874.300,,950,########,980,0,979,989
76d3d0319332f7125793014781d757b5851e9d4d2f8a27ab28a697dd85eac160,2071100,20,Produtos químicos,Indústria,PE,9.261.868.090.772.600,8.357.881.494.230.960,955,########,970,482,981,988
85d0549f431bc138218aa93934b195868a8e7674ddcafbd37151323c182b95ab,4679699,46,Atacado,Comércio,,5.658.591.907.667.690,,86,30.000,570,0,754,894
2d22f558b5a8b95f45a194b9697e1da19e6b33feae2ddf6fc5601be15d72653d,3103900,31,Móveis,Indústria,SC,5.908.376.560.474.730,3.266.370.410.975.570,672,14.500,780,77.332,857,988
f340cefac15ea5fe6b169d5416b1d31c099366b7555a8ebdc229be345b0ea3da,2829199,28,Máquinas e equipamentos,Indústria,SP,4.234.746.931.378.050,8.978.584.913.487.240,355,########,770,13.205,833,979
dacdae60db84c43ed760f932a5a32f339a43444fd574ebd28aa62fb5478ee8d4,4781400,47,Varejo,Comércio,RN,45.154.138.155.503.400,,178,########,770,1.000,390,952
96097c6e94a90866c4db3dddc8dd19064631a661b5294cad6511822ebc231552,4644301,46,Atacado,Comércio,RJ,6.642.894.612.283.240,45.248.533.712.316.900,154,########,540,4.617,67,966
535faea3f7457c12de552873caf4c33ce801298007f7e699123c2f2d1bacb025,1011201,10,Fabricação de produtos alimentícios,Indústria,SP,5.719.248.431.409.310,656.053.884.875.163,871,########,890,709,961,988
38bc5553dcf877acb0773bff413ec1ad755d076d58cb71c469c48bf62f7285bd,4729699,47,Varejo,Comércio,DF,970.295.400.539.733,9.373.962.952.376.910,918,########,940,1.374,971,988
5280e27505df9a49ba81fca62e9322151a91d00d47f1a154fc0f5c2e614a6b2c,4649499,46,Atacado,Comércio,SC,5.473.698.144.476.220,9.359.964.224.666.970,872,########,870,0,979,985
000b6b5897c37b89cc5aba2150791a68fd39ec48ca21f50f1ebe64857e08ab3c,3104700,31,Móveis,Indústria,SP,9.424.372.816.307.660,8.068.388.506.602.660,937,########,950,3.687,983,988
b829fec22c3d8f48c13f7daebf0c77840534643a26ac6dbb0787e30cdea2ad1c,4772500,47,Varejo,Comércio,PR,13.887.686.136.812.500,,148,########,780,7.559,29,449
5cb312ae950defe51c43b448230af8b0975aec288bb7bc3ca530d602f014568b,4120400,41,Edificações,Construção,RJ,4.773.517.929.229.390,5.302.839.021.288.100,61,########,350,1.934,166,983
44fd039fa627953a991b5f034d8eecd897fc908835f46e79c9378805fe130775,4930201,49,Transporte terrestre,Transporte e Logística,SP,925.966.864.632.144,9.701.333.861.640.540,943,########,960,0,973,986
a793823b822234cf40a17cd4433708a047e9ca2c08a5487fb498bd7acd93ed8c,4755501,47,Varejo,Comércio,SC,8.642.044.066.672.140,,860,207.750,750,0,932,988
b3203880d420dc2dd033a0fedf0e92b0af19c25e252e0a25d094b2d4987fe70a,7711000,77,Aluguel,Serviços,,6.648.534.328.837.850,8.025.432.107.183.030,705,########,700,14.148,644,971
ac8f0f2f377ddfe1ebd3bc83cb860d6236c253a3cec0bc3e19534f9174b812bb,4672900,46,Atacado,Comércio,MT,9.866.334.328.339.300,8.073.710.673.574.700,950,########,960,0,979,988
e2fa22b6fb5a067ba45d7e6cd64fe4f6576e3e9201db3d892661c1e20c8c0460,1412602,14,Vestuário,Indústria,SC,8.166.934.464.384.380,7.696.607.407.089.920,952,########,910,0,981,988
05b8460a04107e073e6709b746eb03db0685615148cd9dcb765b6aa44401335a,4322301,43,Serviços especializados,Construção,PR,9.628.720.142.164.270,1.000,771,70.600,900,0,936,987
3998eedd9e5195e7be9614c5532f327fc3545f092eeffd74aea93d9004b5073a,4782201,47,Varejo,Comércio,AC,50,,502,########,330,34.097,143,537
dc50ac317904be47916b3e85ab41d32d156b54cf9a50947894442f4f1d2c35e4,4755501,47,Varejo,Comércio,MS,9.769.789.860.675.740,,961,########,990,14.352,979,988
d28bb60804308befdd488c42f4504b8509ede4839a5e1a8c4327815b0623939d,4771701,47,Varejo,Comércio,PR,9.168.197.455.695.210,500,938,113.000,980,4.463,975,989
2209390d2b23527b4bd0c8f106ac275d5fcba572d22c1d157f5ff81b84d6cecd,4757100,47,Varejo,Comércio,MG,9.635.949.844.837.440,1.000,947,215.600,950,7.311,980,989
9ce46791a81cf9a7ef774a2fa9eca82505c0da0cc0cb1ce2f7214c200f8fc9d5,4781400,47,Varejo,Comércio,SP,8.669.227.236.732.690,,889,115.250,910,0,954,988
af2d0a78f1eee81d48a65f652ba5f17b69c48ce516eafdcf9952b406c8b55b25,4781400,47,Varejo,Comércio,MA,7.581.497.675.837.040,,854,139.000,960,25.854,956,989
a616456178a90c6e327e26aa62e152736757ae00c5f3df83b49751f9f35fe5df,4645102,46,Atacado,Comércio,,59.304.194.759.364.900,4.147.788.705.890.350,123,########,210,416,29,589
b549bec8e9780b51a103cff2289bfef62d93f3780fa8d3c0f372d98166e66fda,2031200,20,Produtos químicos,Indústria,PE,9.168.990.793.777.640,8.875.966.374.055.520,959,208.000,970,1.493,979,988
ea6ac14ae6a8534591a5629f6e57b528caa25db3f498ae9c0aa76152f907da32,6810203,68,Imobiliário,Serviços,MS,9.271.861.594.617.190,,705,76.800,930,39.336,972,989
24741983688316465fb0c8622ce0ac4af56de6f57d27edcbbca941452f82b0cf,4644301,46,Atacado,Comércio,SP,1.948.696.089.967.660,6.050.909.103.721.250,136,########,450,18.095,42,942
3709b8fc22940f82699893e1d5ccd85fffab3cb8645e2d5b8d491a28d577e124,4541206,45,Veículos,Comércio,CE,44.646.840.409.656.500,,402,125.200,920,55.055,41,910
c8929e290858206639af4c6e82885a8f7886715a11547f06335b8da59e62aac2,4781400,47,Varejo,Comércio,TO,5.154.533.082.601.310,,529,########,900,23.167,558,963
8775e2e46c14c7a3a17fa983fd69087a92ec0ee81109e7d32dad2b055f31ae18,4742300,47,Varejo,Comércio,SC,9.380.957.501.786.970,,929,247.800,970,0,972,988
bad9f2385bf9479104c2247e1f17e1427e87d638cef8eddf549c79b2ead46db0,8640203,86,Saúde,Serviços,DF,7.243.580.890.081.660,,320,########,700,14.985,486,988
e137c27d8eebaebc15cf24addf5be3f9ff38b023edca9da5abf8c44cc043cd2f,1041400,10,Fabricação de produtos alimentícios,Indústria,SP,9.112.595.582.560.640,937.152.095.867.412,924,########,950,3.988,968,988
d8bac708d406db705c2feb5d26a8116587ec1749fb50863ede3a47b1fca94599,4530703,45,Veículos,Comércio,GO,9.776.715.680.028.090,5.266.769.169.424.390,913,########,940,0,977,987
5aa13b2ba1a6c61d440cfe52f393b0e820d7d448811d9db8b65baf9b06fa3e5a,4689399,46,Atacado,Comércio,SP,8.417.002.140.417.220,7.162.837.430.018.870,531,########,720,19.812,230,984
632294a9fe82656443f1eb1ffcedb3955d7fde4c2ee400c95fcc2f1a3ae12e19,4781400,47,Varejo,Comércio,RS,1.000,,906,0,890,0,948,988
dd64c9ba46dba5a84ed89cf5794a0108075546dcaff7d502183438d9f6b3b489,4729699,47,Varejo,Comércio,BA,9.053.001.793.252.330,,896,########,960,5.991,977,988
89345df448c07025ca9e2ba5adbba1b54b0e95474de86c2de545312343131a39,4530703,45,Veículos,Comércio,SP,9.626.363.185.576.530,,634,244.000,650,0,357,964
cbe1d3d7615251ae9a833cfcdeb2bc896d8eb49047c28db96706648fafe19f11,4781400,47,Varejo,Comércio,RS,6.499.561.055.598.160,,673,########,870,26.598,936,988
7aa05d3d9f35c628ad7972ea5ab5c231e95789782b607041c353bdb7bd2e6f39,4744099,47,Varejo,Comércio,SC,9.939.085.161.153.360,,948,########,980,0,974,988
6f957351dad42f5dd26a33cd2e69edac8236c63ed64a392d3bb5d8380a9014d7,4781400,47,Varejo,Comércio,MS,9.561.944.879.199.200,,950,188.000,940,0,985,988
d47374dff57f020161a227b0cf99d40926542eb833447b41b7a81d5bfb72cc6b,1099699,10,Fabricação de produtos alimentícios,Indústria,SC,744.906.202.909.405,9.786.589.269.384.170,872,223.600,890,0,970,987
bfc2c2b996987fb82beb24ff85e926d6267438fb419a1b07a99c504a2c12516c,4712100,47,Varejo,Comércio,BA,8.855.983.352.186.720,,918,########,950,689,965,989
